id,cluster,E15 cpn,E16 cpn,E18 cpn,P1 cpn,E15 subcereb,E16 subcereb,E18 subcereb,P1 subcereb,E15 corticothal,E16 corticothal,E18 corticothal,P1 corticothal,gene type
AK086149,3,1.837565082,1.352103373,1.340485758,1.24847107,2.390898032,2.057742156,1.905542243,1.824866823,2.304096123,2.193925634,2.189389238,2.105506779,Protein
AK086341,19,0.861017969,0.911661418,0.844750465,0.571084303,1.049830256,0.974025084,0.939163684,0.846027675,1.176441449,1.093404173,1.081779227,0.892704414,Protein
AK086355,17,1.055706986,1.29102012,1.699131532,1.910363964,1.105653223,1.652210551,1.700656132,1.76554935,1.016817391,1.263512981,1.633835935,1.722157418,Protein
AK086477,18,1.199576926,1.328956241,1.544343424,1.708832902,1.45196288,1.673755175,1.7663831,1.852845818,1.632616201,1.574940596,1.704537433,1.806717759,Protein
AK087617,13,0.236212679,0.314682338,0.310536131,0.214620023,0.174832008,0.17179576,0.217971659,0.078563385,0.178565467,0.258820395,0.231575857,0.134624245,Protein
Ak1,8,1.321289738,1.32975981,1.43932006,1.579413145,1.372503279,1.3443569,1.423529302,1.52964206,1.385611635,1.411336817,1.512776421,1.606560851,Protein
AK134493,13,0.884381256,0.886430371,0.954207282,0.701683666,1.014994895,0.860571564,0.81989452,0.557513217,0.997063821,0.958632677,1.032907523,0.727968022,Protein
AK134636,15,1.123952856,1.219275328,1.264397487,1.16493252,1.103379478,1.093775281,1.083119039,1.024240128,1.114907751,1.076655005,1.094380277,1.014765338,Protein
AK134673,9,0.143714731,0.128953093,0.308570816,0.405161878,0.046662529,0.131843772,0.479385256,0.611035751,0.046847763,0.121964734,0.517252656,0.891446575,Protein
AK134945,12,0.56452167,0.604602926,0.74314744,0.696628065,0.70252359,0.689680825,0.736206806,0.710985087,0.823587679,0.789818945,0.892741665,0.801628003,Protein
AK137397,-1,0.063822181,0.074451085,0.203385132,0.227500293,0.376527686,0.116125702,0.125495579,0.314056919,0.222451653,0.216817251,0.253577141,0.330578125,Protein
AK138412,12,1.141841559,1.329206626,1.561676085,1.629825344,1.421432807,1.542189074,1.684105354,1.742825644,1.613784758,1.628722953,1.715684187,1.745962781,Protein
AK139614,19,0.794583539,0.794237715,0.780336758,0.714443768,0.877446794,0.726071606,0.615115363,0.504542899,0.853272833,0.794284445,0.698019597,0.638497244,Protein
AK139772,19,1.433326515,1.475634875,1.415260555,1.359856343,1.513994904,1.361291434,1.27762984,1.131288167,1.457080664,1.480498482,1.38004111,1.276031893,Protein
AK140370,9,0.254697891,0.294581068,0.251026128,0.538916661,0.318148933,0.286735056,0.302047224,0.417463389,0.479159098,0.516313212,0.562467737,0.848298755,Protein
AK142681,12,0.543186152,0.690874467,0.728304262,0.718900094,0.660370214,0.639783222,0.660714681,0.646495869,0.662151284,0.819289206,0.810186128,0.814806756,Protein
AK145129,19,1.211286108,1.137490203,0.973633928,0.774170852,1.214986824,1.005454221,0.931713084,0.866377734,1.096930859,1.044606389,0.92618702,0.728224692,Protein
AK145379,19,0.273498978,0.309097617,0.25094791,0.119255229,0.241385583,0.17648542,0.216613958,0.060603041,0.28556631,0.285095767,0.249638301,0.078892706,Protein
AK145489,19,0.355698578,0.379974125,0.291316004,0.211945078,0.441484613,0.38644724,0.277994523,0.122522562,0.480452513,0.516350247,0.295884514,0.195340519,Protein
AK154225,19,0.46243843,0.362569174,0.310514886,0.233895261,0.559218148,0.40562635,0.357755759,0.257055479,0.448039684,0.335014353,0.301370783,0.181107235,Protein
AK155472,7,0.961102495,0.729503343,0.588219028,0.271206887,0.879357983,0.583944258,0.336797832,0.31407167,0.795633268,0.6014646,0.527302446,0.295592387,Protein
AK158973,12,0.39406099,0.436054458,0.425092202,0.467495633,0.521924856,0.543352731,0.488655047,0.495387519,0.624275906,0.546026632,0.520313188,0.479999753,Protein
AK160141,16,0.041635427,0.049050477,0.018763683,0.086872138,0.07319138,0.059467234,0.057888518,0.142075835,0.026163814,0.028655826,0,0.051612438,Protein
AK166079,9,0.050101997,0.017422151,0.038041366,0.133934064,0.020293813,0.008694514,0.026319905,0.049301771,0,0.017486731,0.04685985,0.145107797,Protein
AK169831,15,1.286799907,1.370142847,1.498136801,1.350534868,1.260917676,1.079691242,1.077160703,1.064854663,1.076188805,1.169030449,1.096364196,0.766420284,Protein
AK171159,19,1.30012137,1.187043863,1.135088106,1.159540124,1.390901563,1.234033621,1.139809846,1.14175383,1.455033775,1.285654058,1.210131168,1.145221276,Protein
AK171960,19,1.166788178,1.030246638,0.933236661,0.773417796,1.102982231,0.937641242,0.84499752,0.764322617,1.029973125,0.930339675,0.849655232,0.741343088,Protein
AK177731,14,1.16601842,0.996594846,1.063753562,1.142783532,1.105513591,1.071252192,1.154904566,1.302547372,0.996777334,0.914105579,0.97348623,1.122893832,Protein
AK187054,3,2.588368082,2.453483463,2.408333261,2.701429818,2.52950735,2.377865155,2.482191606,2.845706866,2.631956907,2.38219721,2.42247329,2.706214938,Protein
AK192544,14,2.029724585,2.098550282,2.13891817,2.194639201,1.898953236,2.160168293,2.181174488,2.213294576,1.939037268,1.949245055,1.972746524,2.044559358,Protein
AK194005,9,0.021786271,0.077970774,0,0.098305156,0,0.022695135,0.07930247,0.112313699,0.105762513,0.141170606,0.236174358,0.378812009,Protein
AK209647,8,1.270622945,1.308577218,1.417252415,1.557934068,1.168756686,1.315695415,1.468943706,1.56249747,1.212520525,1.289147299,1.420254533,1.599543579,Protein
AK220016,18,2.757406658,2.763529068,2.702547711,2.813047633,2.706986467,2.706186748,2.766812006,2.989648675,2.745180228,2.656356976,2.670367401,2.827731034,Protein
Ak4,1,0.235095704,0.162808666,0.171466677,0.128961807,0.251560357,0.131550339,0.160683074,0.084015086,0.471310784,0.287577361,0.153312316,0.180747899,Protein
Ak5,16,0.041423874,0.276374247,0.700772922,0.997635792,0.102743707,0.473013733,0.95251832,1.183061902,0.636632303,0.57422,0.795440637,1.127716916,Protein
Akap1,19,1.551120492,1.514228887,1.45669846,1.383084347,1.564539426,1.612111769,1.547502725,1.540200544,1.462033937,1.482926439,1.445999403,1.347310496,Protein
Akap10,19,0.947844294,0.983534277,0.972133846,0.73832066,0.952527525,0.923841152,0.907108647,0.739819087,0.972412527,0.986939599,0.944790024,0.781703687,Protein
Akap12,16,0.557817473,0.786811737,1.08170727,1.071005173,0.902992803,1.407113751,1.570031292,1.387921689,0.941913242,1.040838804,1.119391173,1.005216988,Protein
Akap13,17,0.339161152,0.406674706,0.673345354,0.688686724,0.339332168,0.182018128,0.357534655,0.547330341,0.273066353,0.268955475,0.370622251,0.511344502,Protein
Akap17b,15,0.660363568,0.800956149,0.895955418,0.83465019,0.522105012,0.58820894,0.589015255,0.566577717,0.701699203,0.712504913,0.760902506,0.854959725,Protein
Akap2,17,0.187756699,0.47426144,0.716430746,0.724186543,0.247879282,0.577026235,0.725277688,0.641822992,0.416866747,0.534081977,0.657089332,0.661169757,Protein
Akap5,13,0.460028384,0.468679572,0.462698905,0.44742163,0.447303806,0.408167011,0.39590623,0.201262172,0.401884544,0.464781562,0.467396456,0.389017158,Protein
Akap6,12,0.61886255,0.813593664,0.957015535,1.057879016,1.095455299,1.132070685,1.272614288,1.313001987,1.220894861,1.204773647,1.190110292,1.223610146,Protein
Akap7,9,0.664355171,0.886941706,1.340380652,1.661849585,0.655275812,1.045049013,1.609057345,1.875156219,1.382334088,1.796720692,2.086185366,2.233041823,Protein
Akap8l,13,1.740661066,1.763765564,1.748450851,1.597616216,1.803708333,1.620834322,1.598479716,1.536446067,1.829410564,1.839008303,1.868709666,1.683398296,Protein
Akap9,15,1.60808831,1.672520858,1.659703277,1.533958798,1.608904539,1.523992151,1.514514548,1.394553238,1.677939845,1.621049507,1.473879482,1.318766406,Protein
Akirin1,18,1.311719964,1.153570981,1.106673556,1.189672752,1.299720798,1.226757099,1.265678478,1.341066356,1.279543755,1.145653154,1.163930254,1.338988079,Protein
Akna,3,0.467544473,0.291523801,0.23712256,0.171862716,0.40352716,0.326774031,0.388813188,0.209402405,0.618198766,0.489916313,0.435223046,0.337359412,Protein
Akr1a4,18,2.350769247,2.345681451,2.384322943,2.491577387,2.345716717,2.416161021,2.467855147,2.578587642,2.320995343,2.319559905,2.364059204,2.475663926,Protein
Akr1b10,0,0.064558689,0.144467411,0.024716382,0.24768143,0.000213352,0,0.00536389,0.009467553,0.000200607,0.000188912,0.0070879,0.026479536,Protein
Akr1b3,5,1.124168267,1.201855759,1.373504153,1.605329831,0.605511906,0.574923261,0.907641347,1.116514766,0.628408345,0.712127561,0.961919653,1.172129853,Protein
Akr1b8,15,0.078331732,0.103941853,0.06397438,0.130023217,0.075177837,0.014073246,0.013051115,0.043693866,0.065980589,0.014604701,0.008222342,0,Protein
Akr1c19,16,0.109917212,0.21669439,0.323091144,0.353290966,0.209408304,0.379350849,0.49620014,0.568087854,0.33086407,0.360388902,0.503866916,0.439826719,Protein
Akr7a5,8,0.978729545,0.958267086,0.934877031,1.087000121,0.863065182,0.862433729,0.841813553,1.036430464,0.820158094,0.84901872,0.844928011,0.960065786,Protein
Akt1,18,2.143620515,2.113475399,2.110060828,2.137749608,2.130668207,2.199971722,2.204315371,2.243955302,2.076771477,2.046733122,2.037259123,2.054586245,Protein
Akt1s1,8,1.614700052,1.501827161,1.482011282,1.539495129,1.543932772,1.486862433,1.497497732,1.568040888,1.458027142,1.39733331,1.419172321,1.500935943,Protein
Akt2,19,1.571736775,1.472733052,1.400534536,1.402025682,1.611625607,1.43770935,1.312784352,1.249750967,1.52864036,1.476024,1.404258837,1.370897807,Protein
Alad,18,1.380477166,1.400677839,1.34633928,1.426701528,1.3821828,1.457479193,1.433685046,1.562726942,1.302545209,1.344942163,1.317476223,1.479200881,Protein
Alcam,2,1.17370478,0.78473922,0.78851694,0.922816251,1.509706442,0.818201472,1.015441492,1.183503303,1.684409952,1.431577642,1.348585214,1.216197582,Protein
Aldh18a1,19,1.49359048,1.408348525,1.3388846,1.087422906,1.467150635,1.389316732,1.303481172,1.033714394,1.380746542,1.374590725,1.333521834,1.123818986,Protein
Aldh1a1,9,0,0,0.026264679,0.09409432,0.002837834,0.005246853,0.03600115,0.092061687,0.003275194,0.011547777,0.113817054,0.57764458,Protein
Aldh1a3,5,0.007324711,0.0181964,0.035669435,0.097435365,0.00163753,0.004831564,0.001563188,0,0.004362307,0.0032609,0.001542438,0.009803797,Protein
Aldh1a7,5,0.101715119,0.086815956,0.165198312,0.148608824,0,0.005169483,0.028269948,0.033678668,0.028061756,0.033582927,0.054412712,0.066899635,Protein
Aldh1b1,17,1.18588764,1.131557718,1.185930099,1.31943504,1.298898904,1.28348893,1.521868706,1.718342225,1.279527783,1.260519768,1.418011112,1.642675186,Protein
Aldh1l1,17,0.043387824,0.140040501,0.127027007,0.227337708,0.02076816,0.029040631,0.09168243,0.197995521,0.05645623,0.161807166,0.184064232,0.265637488,Protein
Aldh1l2,15,1.270049643,1.445882747,1.483437514,1.37172712,1.113164265,1.142805414,1.155557684,0.985597104,1.168694845,1.230535772,1.19621765,1.013624565,Protein
Aldh2,18,1.077335196,1.117161879,1.316419094,1.240152212,1.194625329,1.282118883,1.466124386,1.475875941,1.151856894,1.247194765,1.382334088,1.351593408,Protein
Aldh3a1,9,0.003257689,0,0.007758742,0.004133137,0.003705086,0.080656064,0.020707171,0.003866507,0.023202811,0.121958831,0.364055448,0.604456103,Protein
Aldh3a2,12,0.847668267,0.739196426,0.798310119,0.745632143,0.95967662,0.95928472,1.045264286,1.020613167,0.994296471,1.059684564,1.124197633,1.081206842,Protein
Aldh4a1,19,1.093806776,0.955570384,1.022691013,0.778828222,1.159813745,1.061426089,1.167896008,1.073414054,1.031403212,0.890175017,0.93104932,0.800871665,Protein
Aldh5a1,12,0.691091222,0.851011771,0.995004352,0.980584165,0.894667123,0.928874439,1.035830625,1.044982452,0.928381,1.00164373,1.067617567,1.026728919,Protein
Aldh9a1,18,0.844564771,0.848023376,0.999721093,1.125705675,0.998592344,1.133318512,1.234127357,1.374806981,0.899863164,1.027025295,1.101527122,1.172407338,Protein
Aldob,17,0.087029978,0.150216228,0.241103992,0.232074225,0.118406932,0.261302608,0.231712666,0.225098029,0.209152415,0.321728886,0.391961371,0.288382267,Protein
Aldoc,1,0.593300469,0.633383608,0.492654246,0.543096621,0.307667155,0.293964403,0.447159582,0.391610739,0.803550656,0.570814873,0.417169326,0.362944044,Protein
Alg1,18,1.05691247,0.976877965,1.054796844,1.192408536,0.966808391,1.039406187,1.058790315,1.257402554,0.967633142,0.961629885,1.039824819,1.163480416,Protein
Alg13,10,1.140746808,0.765081152,0.798937779,0.895299313,1.260021274,0.852744028,0.803968954,0.826810535,0.716235462,0.684268012,0.683216398,0.739520131,Protein
Alg14,18,0.595460948,0.679928228,0.807555322,0.816128568,0.626612358,0.741399809,0.880089546,0.976636051,0.553869682,0.684280591,0.871754437,0.85581101,Protein
Alg2,18,1.756871066,1.75041196,1.731819951,1.892367343,1.752136067,1.738367465,1.771995864,2.036588977,1.785250088,1.78330959,1.749604925,1.956773331,Protein
Alg5,8,1.198219824,1.212720154,1.233590002,1.373818291,1.172305127,1.18081664,1.136891715,1.327879775,1.179626465,1.236113845,1.295360349,1.402132365,Protein
Alg8,19,0.715811209,0.685141371,0.702054675,0.562959857,0.763492384,0.766548171,0.786653482,0.713215767,0.652017043,0.619025467,0.573979149,0.422338645,Protein
Alkbh5,19,1.111359984,1.064521631,0.987662244,0.952811325,1.04590556,0.90363089,0.814816069,0.671770628,1.072665239,0.945338573,0.885348214,0.884304736,Protein
Alms1,13,0.446945485,0.530035686,0.538185259,0.350740198,0.517145733,0.488969299,0.485579477,0.305852024,0.601893842,0.611404638,0.581136942,0.436995439,Protein
Aloxe3,16,0.058134752,0.119050904,0.175621968,0.445966742,0.031175701,0.219091015,0.513783413,0.653886594,0.057138317,0.188124084,0.326147353,0.542361019,Protein
Alpk1,19,0.253448019,0.202995061,0.203508011,0.119700516,0.233274884,0.13660326,0.208383035,0.139883178,0.155539167,0.150734955,0.16182093,0.082997082,Protein
Alpk3,17,0.026557981,0.056390632,0.100197137,0.136518589,0.039648932,0.072193263,0.090807717,0.146437205,0.069852651,0.075375034,0.070949113,0.127503259,Protein
Als2cr4,8,0.993178664,0.975504415,1.019055194,1.127130726,0.89247806,0.938508217,0.992110603,1.160570565,0.954569555,1.00894449,1.081556122,1.199571441,Protein
Amd2,14,1.465232607,1.539754624,1.549617465,1.452720009,1.347452967,1.51911627,1.569949466,1.449925577,1.316965773,1.41089022,1.462312628,1.428241734,Protein
Amdhd1,16,0,0,0,0.003422508,0,0.00885399,0.121145376,0.236900365,0.004177616,0.004401689,0.006072474,0.019368773,Protein
Amfr,18,1.565175795,1.560728972,1.601809114,1.753970458,1.565936321,1.594011132,1.644269172,1.778971292,1.617592634,1.593489872,1.633231044,1.77636771,Protein
Amigo2,16,0.496688921,0.630599728,0.719844843,0.80609107,0.63155943,0.951124205,1.155080852,1.315029405,0.870523291,0.934385318,1.059029214,0.990812413,Protein
Ammecr1l,19,1.324675407,1.299618419,1.260755698,1.096176304,1.321865511,1.226561242,1.229179951,1.037538842,1.300378065,1.258745005,1.205840178,1.06703364,Protein
Amn,16,0.178375709,0.196904834,0.337487215,0.628512559,0.162348101,0.178549633,0.289239236,0.673293754,0.15363105,0.165391243,0.228865975,0.610412076,Protein
Amot,15,0.419157433,0.439293211,0.55695225,0.44224139,0.293876994,0.275373096,0.376334195,0.210550991,0.333666885,0.36019377,0.350034696,0.200870736,Protein
Amotl1,19,0.867409146,0.882817574,0.849917921,0.702895603,0.892354545,0.807627018,0.706029533,0.450540081,0.992413443,1.019157017,0.926514792,0.725922245,Protein
Amotl2,19,1.638527194,1.579241533,1.518638946,1.277776483,1.680692594,1.477514837,1.364352094,1.089661414,1.578845422,1.437752148,1.321534224,0.944196832,Protein
Ampd3,16,0.084616667,0.217427614,0.233053505,0.199398328,0.056878945,0.342404914,0.436862045,0.316563686,0.150828867,0.222689945,0.262397215,0.270440083,Protein
Amph,16,1.209539141,1.311385084,1.474399853,1.634560897,1.297585445,1.913652286,1.971846182,1.995455298,1.458151167,1.525551404,1.696078421,1.800479938,Protein
Amt,19,1.203756109,1.202046714,1.181760721,0.978539769,1.2581534,1.20630495,1.028174595,0.864912558,1.365012247,1.356780911,1.254224108,1.086808133,Protein
Amy1,17,1.07203288,1.27074869,1.451510118,1.526421992,1.090554302,1.248701387,1.2935084,1.388614446,1.192455939,1.414200954,1.60272829,1.730376045,Protein
Amz1,16,0.065507638,0.118204523,0.241761333,0.401565955,0.054051632,0.111558889,0.495202873,0.665003737,0.04202511,0.045026697,0.131148833,0.23302557,Protein
Amz2,18,1.758370579,1.811485189,1.874031054,1.827447465,1.856536768,1.952306556,1.98644029,1.957628834,1.930587393,1.911942891,1.892655482,1.835449582,Protein
Anapc10,19,0.734558221,0.696160606,0.673826049,0.464192862,0.699802183,0.698495496,0.684473719,0.556339897,0.725267877,0.725048717,0.678577556,0.591128076,Protein
Angel1,12,0.669690566,0.57865869,0.680270228,0.754735053,0.843863511,0.726685652,0.702018451,0.669706362,0.932457022,0.915432024,0.95577864,0.854483975,Protein
Angpt1,5,0.101401287,0.15706975,0.338482391,0.316123475,0.012733909,0.030677305,0.12756154,0.210474228,0.025210802,0.051470117,0.169463406,0.176035955,Protein
Angptl4,7,0.076913385,0.098688018,0.129973315,0.109953963,0.430893829,0.088695879,0.139770814,0.160648874,0.28460126,0.338456494,0.255505273,0.155281064,Protein
Angptl6,18,0.628499278,0.71645077,0.761488814,0.802166657,0.724331587,0.81909625,0.884734207,1.000315617,0.677815838,0.722624052,0.777795707,0.793983051,Protein
Ank,17,1.321927599,1.446748361,1.591619926,1.826440882,1.288761042,1.380910978,1.445479657,1.531052077,1.367201188,1.514648678,1.669836421,1.909739442,Protein
Ank1,6,1.068853494,0.982601804,1.061403467,0.969352534,1.276863743,1.162534537,1.097989196,1.117629192,1.526681666,1.451605314,1.204098267,1.0703076,Protein
Ank2,19,2.037924257,2.068931317,2.036253516,2.013826962,1.926661875,2.118737463,2.205634655,2.18149201,2.043719785,2.092151971,2.055332453,2.015858321,Protein
Ank3,19,1.820203431,1.808597141,1.75151005,1.744477617,2.094111106,1.920925404,1.859178541,1.772381858,2.096040554,2.119199784,1.997624875,1.876849764,Protein
Ankhd1,19,1.464546178,1.481693386,1.386878696,1.230964659,1.486876588,1.423240957,1.309272366,1.150719608,1.482441932,1.482195899,1.370209514,1.238206737,Protein
Ankra2,8,1.303645244,1.379602803,1.457380731,1.530701601,1.310903507,1.383678955,1.455114496,1.505882233,1.402312979,1.439642117,1.4943856,1.566205256,Protein
Ankrd10,19,2.056382622,1.958651307,1.913365026,1.728358653,2.075061302,1.888800434,1.774965627,1.582480404,1.913831859,1.85429936,1.775193791,1.610375863,Protein
Ankrd12,13,1.258016761,1.345352162,1.319364268,1.23540218,1.270951204,1.274483448,1.272952628,1.143386447,1.307202844,1.334847654,1.27691195,1.197208859,Protein
Ankrd13a,19,1.38282721,1.258275619,1.207836255,1.087972976,1.396368497,1.298307137,1.185014902,1.099849769,1.385918925,1.300138778,1.240701474,1.162546485,Protein
Ankrd13d,17,1.172897614,1.316062649,1.465250461,1.573393835,1.083556366,1.31897273,1.485518424,1.584009909,1.164908754,1.362678466,1.504594541,1.646316466,Protein
Ankrd16,19,1.640051899,1.598131455,1.535006606,1.415020116,1.66973888,1.643576038,1.530686245,1.437106569,1.677876934,1.667253972,1.634149662,1.514226229,Protein
Ankrd17,19,1.521918328,1.514497281,1.421641761,1.339550811,1.572416167,1.517529741,1.474471228,1.438827039,1.56050322,1.531579815,1.447785753,1.39631619,Protein
Ankrd23,15,0.536267974,0.484210123,0.603884533,0.581091366,0.423245874,0.243178489,0.305153527,0.201130183,0.412210147,0.393217092,0.479248423,0.359005928,Protein
Ankrd24,12,1.074867617,1.203231485,1.271751022,1.259577157,1.227868716,1.217875948,1.208564962,1.158844774,1.203051935,1.256005362,1.295030222,1.220165641,Protein
Ankrd26,19,0.897292721,0.906825636,0.816099385,0.559239716,0.935054094,0.769993616,0.685746216,0.418062529,0.914769308,0.876458022,0.755717872,0.513541202,Protein
Ankrd27,19,1.274677306,1.251409456,1.228482487,1.074545836,1.468588046,1.346960952,1.25531352,1.04267,1.478810267,1.470588348,1.376808641,1.134237688,Protein
Ankrd29,16,0.150956507,0.268204355,0.461624565,0.442337071,0.257483458,0.537371982,0.768205071,0.746062547,0.455450925,0.55577258,0.682145076,0.645794503,Protein
Ankrd32,19,1.386213504,1.503925443,1.417880054,1.195246336,1.332751443,1.192383439,0.941995644,0.781214503,1.460308365,1.429301607,1.34946403,1.189038098,Protein
Ankrd34a,19,1.064869625,0.917183477,0.97969175,0.793385227,1.233034205,1.162740598,1.118036438,0.927359583,1.258014363,1.171688433,1.210524513,0.986175401,Protein
Ankrd34b,16,0.038672648,0.025347695,0.028618339,0.049374651,0.08613515,0.049264939,0.344075772,0.583902373,0.175439038,0.102631254,0.13387057,0.144612499,Protein
Ankrd34c,4,0,0.00742296,0.039081032,0.127952789,0,0.002723472,0.163770928,0.189483015,0,0,0.004726455,0.002621417,Protein
Ankrd35,9,0.069640351,0.045283069,0.112751082,0.165619682,0.053370821,0.060617772,0.087377805,0.170260248,0.094043961,0.144367752,0.291613461,0.497423136,Protein
Ankrd39,15,0.457695731,0.460246664,0.560565344,0.629929218,0.360176715,0.240003791,0.327975705,0.344584814,0.331914971,0.368848222,0.46084374,0.45827818,Protein
Ankrd43,16,0.002860408,0.002821766,0.006438358,0.017808906,0.029514899,0.040567018,0.128237348,0.218175369,0.003131464,0.04387566,0.032823613,0.089662474,Protein
Ankrd44,19,1.034163436,0.954744553,0.949203073,0.929779496,1.210366683,1.211555686,1.026093027,0.867123806,1.36138782,1.238996494,1.079293424,1.047309921,Protein
Ankrd45,12,0.74478256,0.878133859,1.039562032,1.039327252,1.219246494,1.238432529,1.342799564,1.309374625,1.292869411,1.250778513,1.269536293,1.215415469,Protein
Ankrd46,14,1.642269588,1.727385892,1.830686807,1.842009799,1.588326621,1.761044075,1.868600948,1.866749749,1.608155763,1.665186852,1.768373893,1.799633427,Protein
Ankrd50,10,1.542258857,1.321347764,1.200604292,1.18964469,1.276585871,1.181906442,1.115217639,1.127266818,1.260453018,1.215100641,1.134960809,1.092601355,Protein
Ankrd54,19,1.172748839,1.142292459,1.190628598,1.02068274,1.262825893,1.297891764,1.208559589,1.023380877,1.250749258,1.247194765,1.231431359,1.070842875,Protein
Ankrd55,9,0.078891982,0.038359587,0.043677371,0.03925842,0.135027644,0.074893569,0.279611057,0.453972347,0.220492243,0.288747417,0.341873543,0.403640333,Protein
Ankrd56,16,0.008040849,0.006525513,0.005929368,0.006765837,0.07601859,0.253799682,0.14669566,0.107101382,0.068753414,0.107548452,0.116150963,0.190900671,Protein
Ankrd6,13,0.944488101,0.991935877,1.029121904,0.939237619,1.108186035,0.972601762,0.897555619,0.76235441,1.024911954,1.087433559,0.965544108,0.865224826,Protein
Anks1,19,1.398559739,1.25685239,1.146509427,1.001437738,1.372637722,1.284363046,1.209032197,1.110969972,1.26475409,1.1406243,1.107145499,1.010392404,Protein
Anks1b,12,1.151406627,1.272716281,1.200516718,1.180068501,1.029058544,1.271139666,1.240237143,1.248081213,1.232266594,1.485390612,1.359664765,1.372405644,Protein
Anks6,13,1.022904885,1.155144663,1.232660736,0.991440511,1.06779222,1.082602282,1.103492422,0.885906573,1.097285081,1.150845438,1.156815582,0.935781258,Protein
Ano10,8,1.210401464,1.12234369,1.114494223,1.171267058,0.938612278,0.996605788,1.08535124,1.236401208,0.898113888,0.941279316,0.981663248,1.014057016,Protein
Ano3,16,0.004342357,0,0.023768983,0.155382501,0.002476797,0.018152168,0.140659485,0.247467522,0,0,0.038448715,0.109216315,Protein
Ano4,12,0.47392761,0.534158152,0.581533246,0.513659663,0.769732446,0.712685891,0.726514491,0.753457425,0.927885461,0.83043019,0.811741186,0.684726902,Protein
Ano6,19,0.952370047,1.021647342,1.019357267,0.893558156,1.089484737,1.145065818,1.126167137,1.099535622,1.104930739,1.103735323,1.01696652,0.940571764,Protein
Ano8,19,1.818604581,1.782668228,1.745883264,1.666262383,1.782507739,1.678802353,1.606456608,1.53476454,1.755761315,1.730985652,1.703206231,1.566063732,Protein
Anp32a,19,2.072635847,2.028115574,1.953980406,1.855590018,1.987054605,1.939292062,1.888895798,1.754182385,1.882158392,1.860843291,1.872635772,1.773839084,Protein
Anp32b,19,1.549258366,1.49833537,1.473500108,1.451588426,1.437970824,1.542559044,1.604152584,1.553474015,1.388848668,1.383731011,1.424057982,1.4471146,Protein
Anp32e,19,1.568213462,1.522908276,1.404212608,1.368967088,1.511880688,1.411159918,1.408785883,1.30984726,1.44558708,1.435149704,1.392401462,1.483023561,Protein
Antxr1,9,0.269985741,0.226161781,0.286674685,0.417340472,0.102813976,0.125550877,0.234402368,0.121934561,0.462553717,0.458107308,0.653383303,0.768492325,Protein
Antxr2,4,0.150207624,0.157120868,0.267204593,0.340689947,0.084409319,0.125869842,0.23987657,0.254814083,0.159974529,0.146439995,0.080199919,0.055595806,Protein
Anubl1,19,0.475849808,0.485766841,0.505895781,0.369662913,0.773765973,0.65086582,0.560347874,0.445594864,0.789784416,0.729583488,0.664638215,0.5525648,Protein
Anxa2,16,0.2073451,0.177036991,0.209711475,0.23706394,0.280750415,0.389134176,0.544101546,0.637957795,0.166052792,0.224306404,0.165227108,0.166484582,Protein
Anxa4,19,0.404483062,0.539567853,0.508428709,0.325667517,0.358882403,0.491833558,0.365233324,0.185854519,0.372096015,0.560898506,0.615355513,0.378497832,Protein
Anxa5,17,0.522047579,0.728484457,0.972800161,0.778162831,0.707533558,1.03295543,1.165784261,0.962320078,0.773254584,0.912410192,1.054114901,0.804039199,Protein
Anxa6,14,1.092380232,1.216870234,1.336319616,1.236638014,1.264957058,1.380714008,1.458113358,1.444591226,1.247337308,1.241384586,1.268032421,1.152792689,Protein
Anxa7,18,0.882475585,1.030534148,1.157861558,1.138703643,1.048709756,1.201200418,1.369759313,1.409779319,1.158308202,1.221265535,1.298298397,1.29822628,Protein
Aoc2,19,0.984783764,0.949721213,0.90935167,0.734301265,1.038566518,0.947180718,0.761894025,0.589396612,1.063198207,0.979241893,0.893812233,0.713822227,Protein
Aoc3,7,0.140910412,0.062757171,0.056660206,0.052848168,0.233425621,0.071413232,0.026451464,0.014907661,0.179171617,0.069841928,0.033292442,0.022561774,Protein
Aox4,10,0.526739781,0.395074657,0.446874096,0.506958032,0.424487981,0.355202405,0.445537264,0.53041231,0.253564061,0.173627043,0.16913461,0.138683447,Protein
Ap1m1,18,1.760709656,1.73452701,1.735501492,1.854428113,1.838045217,1.926861848,1.909276215,2.058407043,1.811867118,1.780300026,1.790042961,1.911210893,Protein
Ap1s1,18,1.771436811,1.756165812,1.815854573,1.913126382,1.833286752,1.983166043,2.058437413,2.133436709,1.835056737,1.80652388,1.850741169,1.923215514,Protein
Ap1s2,12,1.274515764,1.158874898,1.096151942,1.042169771,1.389883407,1.269947022,1.305202996,1.250573686,1.577082589,1.583529755,1.532188536,1.506739028,Protein
Ap2a1,18,1.763491636,1.72954625,1.782185149,1.930327948,1.719941688,1.812115527,1.875710482,2.022057021,1.74755163,1.760742055,1.836853683,2.02896958,Protein
Ap2a2,18,1.703062561,1.641783361,1.644516381,1.794293512,1.659217155,1.641772462,1.697921221,1.85340189,1.641968607,1.634519589,1.68708463,1.88813005,Protein
Ap2b1,18,1.989067417,1.995959697,1.979105205,2.019917645,1.94869018,1.996492846,2.04210671,2.117178459,1.929511906,1.902346708,1.908326821,1.999095292,Protein
