id,cluster,E15 cpn,E16 cpn,E18 cpn,P1 cpn,E15 subcereb,E16 subcereb,E18 subcereb,P1 subcereb,E15 corticothal,E16 corticothal,E18 corticothal,P1 corticothal,gene type
Nxph2,9,0.351467757,0.01204951,0.058391097,0.072663769,0.033963795,0.076731443,0.133073069,0.088164804,0.057711356,0.165682852,0.216984877,0.161455152,Protein
Nxph3,6,0.250850911,0.233440337,0.263634412,0.226998963,1.744452586,1.059885139,0.89691129,1.174676051,2.195766854,2.092113331,2.154338749,2.365265165,Protein
Nxph4,9,1.011593278,0.517947672,0.25987615,0.25606437,1.221273363,0.525872418,0.555079932,0.605632529,1.73556936,1.556638949,1.740236331,2.042878586,Protein
Nxt1,19,1.10548634,0.986809789,0.877692628,0.769651997,1.075295071,1.037763443,0.891731425,0.807992758,1.043554818,0.98757332,0.912201856,0.829798265,Protein
Nxt2,17,0.36763542,0.369813066,0.385590188,0.455589379,0.201884135,0.190272854,0.267499556,0.340154489,0.254615983,0.331046489,0.41987813,0.490784119,Protein
Nynrin,19,0.817929443,0.861812103,0.940963498,0.665398981,0.969292876,1.014117138,1.067769928,0.704913723,1.126033948,1.10442565,1.063235754,0.783774272,Protein
Oas1c,16,0.099439261,0.082307743,0.037786176,0.11721858,0.195308388,0.180856447,0.287333828,0.344451224,0.13085236,0.081796854,0.119413606,0.128291328,Protein
Oat,18,1.166876908,1.183927195,1.274896445,1.209388997,1.13266625,1.188379999,1.319849036,1.332007992,1.14410074,1.097687572,1.156467373,1.22016041,Protein
Obfc1,14,0.993119543,0.930694897,0.961838575,0.909855439,0.860110317,0.930293276,1.027345938,1.108960579,0.799194381,0.796369625,0.790009155,0.789436158,Protein
Obfc2a,19,0.406453313,0.326640989,0.359846861,0.127543085,0.456227827,0.500682345,0.475563691,0.242475832,0.412935743,0.442550317,0.455700415,0.164257955,Protein
Obox6,19,0.506188328,0.424450393,0.492187469,0.191862477,0.493848253,0.26974964,0.303753153,0.113731499,0.520573919,0.364106155,0.416347551,0.181282071,Protein
Obscn,17,0.047990571,0.094109707,0.165183764,0.297942505,0.024094339,0.161666215,0.251032706,0.23107207,0.043360313,0.132558084,0.193509447,0.232317726,Protein
Oca2,4,0.017346503,0.08156836,0.159800519,0.356459935,0.003938488,0.099896699,0.163897798,0.272891469,0,0.010984068,0.034157776,0.14616712,Protein
Ocel1,14,0.598972063,0.615792289,0.676724695,0.803138106,0.686893553,0.80896139,0.840800285,0.959730943,0.554233475,0.568626421,0.548001021,0.585632157,Protein
Ociad1,18,1.833409777,1.913865223,1.914824793,2.116119386,1.776388786,1.889739139,1.929357098,2.186249821,1.791375513,1.891458285,1.941222635,2.133308927,Protein
Ociad2,14,0.782643155,0.765810813,0.761563269,0.942093911,0.777041659,0.776842053,0.900130524,1.101313938,0.791461163,0.768537469,0.764001931,0.867366121,Protein
Ocm,9,0,0.008757639,0.065095859,0.062622216,0.038201957,0,0.008870968,0.009838783,0.02149105,0,0.032709881,0.123870253,Protein
Odc1,8,2.149576258,2.091716187,2.046139936,2.183853257,1.955598285,1.987462027,1.979237338,2.074765258,1.874565885,1.895621414,1.912662506,2.109055189,Protein
Odf2,8,1.435135353,1.465159698,1.478996249,1.531745798,1.384525449,1.461552548,1.484529029,1.51064687,1.42178649,1.478970303,1.529355912,1.599589442,Protein
Odf2l,19,0.877256709,0.87239871,0.759362598,0.683137131,0.9953662,0.880844449,0.75823344,0.668383121,0.997322153,0.912732066,0.853913481,0.780700302,Protein
Odf4,9,0.028788874,0,0.032019077,0.079373017,0.027328525,0.005184933,0.010669798,1.09E-05,0,0.031335456,0.037097784,0.1396241,Protein
Odz1,15,0.222837901,0.649117657,0.846557297,0.759675398,0.286996195,0.345930212,0.456267319,0.33829709,0.806342804,0.735213132,0.627235754,0.549530475,Protein
Odz2,11,1.567768387,1.801251371,1.499341984,1.440137367,1.753009749,1.900798477,1.64042578,1.564889662,1.723953717,1.861157899,1.608058327,1.547430086,Protein
Odz3,15,1.691881237,1.895670565,1.641468161,1.68888946,1.561983394,1.745395707,1.605747736,1.605170319,1.597546009,1.630278338,1.452090182,1.45775174,Protein
Odz4,7,1.439552154,1.424659535,1.077956257,0.926495761,1.603185526,1.037432076,0.831052865,0.723857762,1.503208965,1.351440689,0.86887416,0.576580895,Protein
Ofd1,13,0.846646947,0.839460449,0.721225118,0.710497312,0.9278188,0.882952361,0.771387557,0.820029284,0.917634676,0.912826565,0.803936896,0.804911204,Protein
Ogdh,18,1.240414446,1.256657624,1.254487654,1.348849823,1.254105582,1.341141599,1.432191352,1.560418384,1.248904651,1.244311764,1.305411565,1.432598941,Protein
Ogfod1,13,0.816867426,0.836475396,0.866016633,0.663475712,0.929699338,0.919457803,0.90804192,0.672151448,0.942894102,0.989340785,0.94819136,0.787522816,Protein
Ogfrl1,12,0.740102825,0.83315604,0.873207217,0.915306951,0.77843345,0.800912879,0.895072649,0.880380797,1.03326368,0.957182841,1.044273144,0.946681634,Protein
Ogt,13,2.03258653,2.197468023,2.183044807,2.074110321,2.001908866,2.008250893,1.985377069,1.874131458,1.967898359,2.085037136,2.151835463,2.086487964,Protein
Ola1,18,1.451817127,1.439350065,1.453341278,1.567267574,1.395099137,1.452716946,1.539589167,1.666179024,1.359664765,1.372998485,1.437954982,1.623581089,Protein
Olfm1,17,1.921339942,1.879632535,2.002970382,2.174411639,1.794392533,1.742980293,1.929477679,2.137809692,1.963150079,1.977171472,2.235695063,2.510766122,Protein
Olfm2,18,1.753168481,1.889718985,1.955120344,2.203688188,1.758765085,2.011608501,2.134970357,2.424880004,1.782378015,1.813098393,1.879812419,2.076199737,Protein
Olfm3,16,0.016848224,0.024336636,0.098780741,0.186277538,0.005892309,0.099697212,0.317162493,0.455214995,0.026603367,0.040441091,0.177634025,0.291263595,Protein
Olfml2b,6,0.76878013,0.697590233,0.680293805,0.631424489,0.898433909,0.648311211,0.565135606,0.626344474,1.178922298,1.217344421,1.002010898,0.876089612,Protein
Olfml3,7,0.362497554,0.372917524,0.217509738,0.132107211,1.016567894,0.201779354,0.045885241,0.044515066,0.820160722,0.775630834,0.794574479,0.480867488,Protein
Olfr78,5,0,0,0.015648909,0.107169592,0,0,0.007020686,0.032471245,0,0,0,0.01152993,Protein
Olig1,9,0.002612399,0.092548015,0.34227855,0.392355713,0.002874322,0.018015696,0.209943468,0.160222351,0.019829859,0.126020952,0.399216693,0.429740979,Protein
Oma1,16,1.128957934,0.810409292,0.596848804,0.466298069,1.126871383,1.420279285,1.397079253,1.401483256,0.362849886,0.645009395,0.73572023,0.49118654,Protein
Onecut2,-1,0.197161421,0.174974556,0.135564186,0.184759834,0.225266884,0.124484009,0.118865641,0.133635656,0.159318997,0.199046952,0.142616879,0.112399199,Protein
Opcml,17,1.029808529,1.555425789,1.760699107,1.950354143,1.562374956,1.420714687,1.537664232,1.820939986,1.478058319,1.596089939,1.503318012,1.77974003,Protein
Ophn1,12,1.09808276,1.151204315,1.165000839,1.122396114,1.321345692,1.236136538,1.211603712,1.171904814,1.384446608,1.43875114,1.404919199,1.292107588,Protein
Oplah,15,0.674851959,0.665725419,0.762692815,0.786024862,0.641228139,0.552320154,0.569079988,0.527089596,0.658576089,0.581507064,0.579925291,0.510048773,Protein
Oprl1,18,1.546274848,1.404061902,1.480225473,1.520216192,1.507613031,1.388690759,1.508649554,1.599532658,1.492638881,1.385861771,1.495658099,1.548775013,Protein
Oprm1,9,0,0.0090237,0.014572029,0.027452317,0,0.008400819,0.087331633,0.063150519,0.058868445,0.027356703,0.09257258,0.143476656,Protein
Optc,11,0.061377451,0.173083075,0.303817885,0.245955373,0.130951635,0.394665273,0.41470935,0.360529041,0.284695967,0.272980657,0.214301171,0.307386916,Protein
Optn,17,0.215987396,0.427073691,0.675184216,0.819185165,0.158351936,0.134837294,0.356507714,0.403295577,0.22160174,0.275706532,0.504103698,0.645872052,Protein
Orai2,15,1.540359511,1.515325333,1.433534627,1.523130997,1.313276516,1.271418718,1.331734939,1.325616221,1.310778252,1.299136694,1.318388934,1.373075753,Protein
Oraov1,19,1.186939393,1.147861748,1.125159085,0.911918955,1.14298043,1.128709368,1.12784959,0.898878145,1.121484337,1.09197279,1.124442272,0.904483463,Protein
Orc6,8,1.321937946,1.320179532,1.317885823,1.445795624,1.327142244,1.330691714,1.298112617,1.454981984,1.345428627,1.327677641,1.370389093,1.527611859,Protein
Ormdl1,11,0.695944619,0.643551369,0.779807816,0.635467662,0.610688902,0.810420044,0.940195128,1.003883849,0.628727037,0.645537214,0.731866657,0.502543189,Protein
Osbp2,14,0.529984419,0.690130488,0.865590728,0.968794315,0.911959912,0.873048428,0.935311739,0.98703268,0.800218591,0.597155272,0.757807351,0.867283006,Protein
Osbpl10,9,0.698683275,0.78482405,0.964394943,1.139220852,0.637450701,1.048872776,1.17574948,1.32684156,0.821184572,1.04980315,1.471012851,1.669200619,Protein
Osbpl11,19,1.073102205,1.07223151,1.067119232,0.940729596,1.069064697,1.107145499,1.13440663,1.005346131,1.075473965,1.05551976,1.00400177,0.824877873,Protein
Osbpl1a,17,1.064817257,1.60676067,2.008974696,2.245406549,0.931536179,1.387621151,1.861108271,2.000117678,1.022375576,1.294794579,1.826120174,2.13976263,Protein
Osbpl3,16,0.5266765,0.762807558,1.045702332,1.202065805,0.713304857,0.897840338,1.15170992,1.178435899,0.52299295,0.611835849,0.916603425,1.036751024,Protein
Osbpl5,14,1.045471631,1.109565049,1.340907908,1.317664352,1.187232976,1.363922079,1.497652409,1.455808381,1.275732773,1.244428046,1.311895778,1.211013691,Protein
Osbpl6,10,1.112755772,1.22996582,1.226117661,0.971485058,0.748100384,0.644711292,0.833448016,0.695430013,0.711980069,0.844541166,0.836468434,0.76806878,Protein
Osbpl8,13,1.299001453,1.318551642,1.279646415,1.253437358,1.332523291,1.23625503,1.180028334,1.1336762,1.397239361,1.408214518,1.356727432,1.250954002,Protein
Oscp1,18,0.880942147,0.850299396,0.908590095,0.974886875,0.950014161,0.960941919,1.028928138,1.131548094,0.986937809,0.908777131,0.917175594,1.047566896,Protein
Ostc,18,1.44468951,1.409129696,1.371797234,1.416001075,1.328089977,1.398209188,1.426568188,1.527546127,1.306322071,1.262239824,1.256849986,1.326425988,Protein
Ostf1,11,0.266072865,0.291158313,0.325016636,0.333300134,0.397927848,0.522886128,0.621525239,0.481277766,0.455718665,0.420632258,0.425961132,0.37197247,Protein
Ostm1,18,1.025016102,1.016614712,1.03202291,1.19966469,1.073850268,1.133430321,1.216253016,1.403491144,1.093743784,1.098418734,1.169280511,1.312056702,Protein
Ostn,5,0,0,0.029668938,0.402292341,0,0,0.030605793,0.337920267,0.005546419,0,0.003979583,0,Protein
Otof,9,0.246031291,0.387614035,0.298879919,0.29974628,0.120812399,0.066341955,0.140443617,0.082399718,0.181276063,0.334491951,0.584769821,0.994981946,Protein
OTTMUSG00000016325,13,0.671574541,0.682575546,0.809352281,0.554888745,0.744432248,0.647210783,0.753676495,0.491981872,0.745515112,0.763197307,0.842214701,0.571875299,Protein
Otub1,18,1.750455165,1.714122624,1.735137216,1.875278935,1.682660326,1.737969859,1.801725367,1.990748532,1.636535034,1.647819002,1.689476683,1.887631927,Protein
Otud1,17,0.574169062,0.602476714,0.631888997,0.823008384,0.519267379,0.482247405,0.550834718,0.653616702,0.591040108,0.571025999,0.680415293,0.769871904,Protein
Otud4,19,1.334029302,1.330780942,1.285730542,1.252168296,1.313972619,1.276282535,1.184089246,1.091329237,1.313599393,1.311476248,1.257140773,1.202689888,Protein
Otud7a,18,0.635147843,0.584252049,0.676218826,0.774047382,0.643655958,0.716035079,0.767940599,0.820583024,0.731509795,0.71739836,0.816736975,0.941457267,Protein
Otud7b,13,0.747008403,0.74733411,0.765022219,0.730199866,0.677062832,0.623704027,0.605295347,0.443661886,0.702937779,0.747190331,0.76825765,0.698885743,Protein
Otx1,11,1.040244236,0.960849253,0.780315151,0.732401802,1.308062604,1.482876441,1.369777849,1.19007665,1.332325327,1.364567879,1.45426694,1.455914801,Protein
Ovgp1,15,0.819646575,0.898200641,0.942144028,0.90843408,0.835401368,0.834065747,0.726339186,0.706255939,0.853524824,0.994778043,0.982464813,0.940495567,Protein
Ovol2,16,0,0,0,0.030805245,0,0.010249951,0.032546762,0.16647363,0.023414785,0.052342594,0.053164525,0.119613474,Protein
Oxct1,18,1.662373405,1.72875542,1.813183871,1.970167356,1.560106378,1.735970765,1.941492053,2.121280729,1.581126688,1.623881659,1.743163916,1.934016926,Protein
Oxr1,11,1.0634422,1.171948662,1.153699037,1.020532812,1.345730431,1.594387025,1.379298264,1.2581534,1.438412595,1.472635064,1.433760236,1.365362546,Protein
P2rx2,11,0.624413087,0.774801536,0.925333754,0.922288869,0.908937843,1.282359236,1.314516069,1.195985396,0.888654542,1.025662168,1.133749618,1.039649645,Protein
P4ha1,15,1.024202751,0.974868469,0.980796655,0.878905368,0.909417482,0.80752691,0.794084237,0.747265724,0.843870977,0.89585276,0.985891957,0.921815964,Protein
P4ha2,12,0.970948148,0.798298372,0.814656386,0.81788651,1.028571253,0.818776663,0.857696669,0.871320691,0.931558042,0.993233365,1.089025039,1.154807273,Protein
P4ha3,9,0.065219209,0.071928011,0.066339718,0.157588517,0.057706793,0.062142579,0.157955754,0.226085664,0.137536084,0.403868305,0.609946397,0.766245493,Protein
P4hb,18,1.841760413,1.80004106,1.775297993,1.980164781,1.795510884,1.785987187,1.801638289,2.045827406,1.742604957,1.701706108,1.707230272,1.896070189,Protein
P4htm,17,0.790458988,0.898479451,0.986501671,1.189919623,0.746561032,0.791111438,0.915768539,1.151905875,0.826080636,0.930795754,1.115274261,1.302806963,Protein
Pabpc1,19,2.110303453,2.167411865,2.157722643,2.103998597,2.174501731,2.039889798,2.109747238,2.104070371,2.197390841,2.084651335,2.031517529,1.944743664,Protein
Pacrg,17,0.198935716,0.279040598,0.379937912,0.404436857,0.289627966,0.211545813,0.320783753,0.414597353,0.301579031,0.399190711,0.482427631,0.555505563,Protein
Pacs1,18,1.477676796,1.531743245,1.573042267,1.665121127,1.433656247,1.528212006,1.572258047,1.678476495,1.50946329,1.530608178,1.5802348,1.674720638,Protein
Pacs2,19,1.615526066,1.611162292,1.618739278,1.609453534,1.631538126,1.685542903,1.744559738,1.683482016,1.625295985,1.561407906,1.53509782,1.510547691,Protein
Pacsin1,6,0.646381178,0.559308011,0.763510352,0.78034612,0.909832456,0.662119138,0.781197253,0.733645778,1.030281069,1.028051659,1.1852049,1.179569025,Protein
Pacsin2,19,0.664210287,0.628757668,0.556984772,0.457489795,0.698623299,0.746466052,0.729463669,0.519351452,0.68345051,0.650907542,0.601235135,0.520868528,Protein
Pacsin3,11,0.588814936,0.516188858,0.484222941,0.469105944,0.787730319,0.749595649,0.725738533,0.645195237,0.585907203,0.465486951,0.460472356,0.39794522,Protein
Padi4,-1,0,0.49010322,0,0.091663793,0.010401563,0.37892455,0.00204398,0.065614815,0.004474296,0.501829896,0,0.059375953,Protein
Pafah1b3,19,2.11649816,2.070111783,2.030385153,1.972400495,2.158097009,2.220913141,2.182403239,2.205859102,2.14559104,2.060595864,2.050174743,2.020647127,Protein
Pafah2,16,0.627870533,0.919760915,1.046713622,0.994294271,0.726259255,1.180664823,1.055504473,0.940388469,0.650217157,0.8542374,0.938360088,0.821589507,Protein
Pag1,10,1.119397771,1.119819842,1.141211395,1.123407323,1.140944632,0.884543321,0.934267103,0.875056631,0.824511124,0.673781869,0.59097217,0.480198163,Protein
Paics,18,1.572803085,1.528200423,1.553305201,1.601059964,1.506211345,1.561364982,1.619672352,1.69092933,1.442891918,1.456300732,1.493862182,1.586561426,Protein
Paip1,13,1.397721069,1.351284047,1.330837714,1.315871726,1.297987991,1.213969082,1.221951231,1.201645612,1.311463528,1.302861025,1.343051952,1.350271283,Protein
Paip2,19,1.876774789,1.836365897,1.773080326,1.662807867,1.84833201,1.741373812,1.709046819,1.685870665,1.825910777,1.790378066,1.804045336,1.70399428,Protein
Pak2,19,1.486634471,1.469411082,1.440192535,1.279755892,1.456847135,1.480120535,1.437825052,1.263938904,1.459784382,1.417416884,1.388305506,1.274702686,Protein
Pak3,10,1.592386634,1.551290158,1.429262818,1.330415803,1.563130898,1.579281582,1.492159502,1.430125064,1.11527093,1.207685521,1.113358331,1.104592941,Protein
Pak4,19,0.766801605,0.726310641,0.648856482,0.50223178,0.793788988,0.716911072,0.627044114,0.375828158,0.801786379,0.71775702,0.704475687,0.495233421,Protein
Pak6,17,0.853205854,1.021030442,1.200645336,1.405260962,1.247776931,1.377646776,1.569242782,1.665633516,1.397383756,1.399874385,1.462227242,1.604220651,Protein
Pak7,13,1.413757293,1.480380678,1.478329806,1.351800171,1.382755256,1.397834028,1.346110328,1.154019011,1.435895307,1.521547331,1.520189974,1.37074803,Protein
Palb2,19,0.332676752,0.345407061,0.316387655,0.176491205,0.424899596,0.325741372,0.294316953,0.196303607,0.386463293,0.330732274,0.314627624,0.139223058,Protein
Palm2,17,0.221631461,0.588529405,0.767330291,0.849334635,0.291685353,0.668546185,0.838809436,0.774040806,0.466201587,0.595593211,0.666867896,0.71284997,Protein
Palm3,16,0.269417669,0.347175789,0.609723505,0.646801566,0.254461306,0.440896494,0.72676143,0.778942393,0.19869859,0.250074625,0.42820447,0.438279636,Protein
Palmd,0,1.164739384,1.272161984,1.099017301,0.778348086,0.267245435,0.283124534,0.280865301,0.225897249,0.373197145,0.393078332,0.349557251,0.185739851,Protein
Pam,10,1.475079622,1.492591386,1.387859465,1.320295874,0.834127472,0.914237348,0.70344271,0.605019374,0.980055666,1.08643458,1.097312851,1.226001533,Protein
Pan2,13,1.335602307,1.369175024,1.343780687,1.287644997,1.304507761,1.21911278,1.096691073,1.069290607,1.313487574,1.273441134,1.272502995,1.207618212,Protein
Pan3,19,1.466582938,1.427190636,1.367890538,1.255783707,1.493029819,1.377883348,1.248446561,1.172173678,1.456971497,1.413913044,1.378530531,1.284489388,Protein
Pank1,19,0.606192126,0.585594945,0.550383693,0.407661086,0.531392049,0.713625767,0.713090506,0.634907321,0.445557502,0.501888698,0.452837904,0.429652171,Protein
Pank3,19,1.367100488,1.362849886,1.259115844,1.151274828,1.288437036,1.272131813,1.230525555,1.119242689,1.238038572,1.267326638,1.182714161,1.095054222,Protein
Pank4,13,1.546463694,1.500340781,1.521446689,1.503251224,1.517746008,1.500565777,1.464598331,1.322983807,1.503924082,1.510764783,1.550000748,1.490959435,Protein
Panx1,19,1.776857299,1.781989328,1.714532607,1.69954116,1.677036338,1.729902302,1.707084517,1.755512793,1.679849267,1.653495196,1.613744597,1.561946481,Protein
Panx2,18,0.833358787,0.926905018,0.993476351,0.945343006,0.850426276,0.946032998,1.055802479,1.042335265,0.910755634,0.925374498,1.044371184,0.92544102,Protein
Papd4,19,1.305697377,1.348024331,1.269470914,1.117463536,1.341294024,1.299868879,1.183531765,0.933587498,1.314094849,1.271753345,1.194483815,1.110532474,Protein
Papln,16,0.023038223,0.045213022,0.08383717,0.15982697,0.051240145,0.136173392,0.272899114,0.302428342,0.072511278,0.076930847,0.147284819,0.231212608,Protein
Papola,19,1.661248399,1.646368432,1.55518396,1.336517769,1.609837631,1.579873875,1.491745385,1.303142037,1.602938548,1.616447155,1.55522508,1.378234328,Protein
Papolg,13,1.051272178,1.085797019,1.014750226,0.910907618,1.090867965,1.04216583,0.957443019,0.848349869,1.067528355,1.110791661,1.074662875,0.997080873,Protein
Pappa2,6,0.15218251,0.119112641,0.131894421,0.107523702,0.528399865,0.288284334,0.656318649,0.687301499,1.017997321,0.82949675,0.971818378,1.116352006,Protein
Paqr3,19,1.24883609,1.183935726,1.038124394,0.947388133,1.190692993,1.136653991,1.056081197,0.952833595,1.153653307,1.105343247,0.96310422,0.850047979,Protein
